URL,High Delay,RTT
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,15.114986673
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.832526628
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,13.717327948
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.033929434
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,14.123929463
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,10.07629322
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,16.057597122
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.567831459
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,15.550481256
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,12.982153455999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,14.692592269
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.874556093999999
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,13.715326676
http://localhost:5000/vulnerable/1/page?id=SLEEP(0.05),0,9.5371602
http://localhost:5000/vulnerable/1/page?id=SLEEP(1),1,14.832127789
